Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2023-02-23,147.90838623046875,90.45751953125,131.94412231445312,171.2329864501953,250.78140258789062,23.64462661743164,82.08000183105469,202.07000732421875,217.78359985351562,45.972965240478516,148.83900369928494,91.50252637688843,132.41646470739443,172.87525572683802,252.81898748724595,23.868444166004814,82.08000183105469,205.13999938964844,218.72906356399818,46.71065351079581,145.76996312428713,89.33289911857833,130.30982167100507,168.58547554576344,246.55855711170582,23.00614980675236,82.08000183105469,196.3300018310547,215.61688087558744,45.52646590828917,148.59149969615066,91.4826172903113,131.05611630936414,171.19318076494926,251.55902797945566,23.420810974645615,82.08000183105469,203.91000366210938,218.20708536328132,46.71065351079581,48394200,41206400,8068000,20017800,29219100,1117995000,0.0,146360000,5533800,22021200
2023-02-24,145.24525451660156,88.70590209960938,133.1343994140625,169.59072875976562,245.31829833984375,23.26693344116211,81.16000366210938,196.8800048828125,216.2274932861328,46.09591293334961,145.72045796846467,89.46228802095382,133.54062130498394,169.91918260811994,247.07043006861863,23.45478114392296,81.16000366210938,197.6699981689453,216.90705373337823,46.18327109403716,144.26513323484133,88.15852364572393,131.24503013380792,166.87353897983232,244.21583748216142,22.928212208347944,81.16000366210938,192.8000030517578,214.16912542989212,45.14467798243394,145.64125487541327,89.01443223203913,131.41508086469753,167.8489377133856,246.04671856075686,23.205984468564843,81.16000366210938,196.3300018310547,215.1736786730714,45.56852779610342,55469600,36585100,9126900,19791300,24990900,589716000,0.0,142228100,4414400,20623500
2023-02-27,146.44317626953125,89.4423828125,134.29638671875,168.7447052001953,246.24359130859375,23.48175811767578,82.44999694824219,207.6300048828125,217.01539611816406,45.76266098022461,147.68069636554856,89.73100384409955,135.38276840887394,172.3079137499204,248.8619509386829,23.86044752352484,82.44999694824219,209.4199981689453,218.08889727760382,46.296514802139185,145.97786750491304,88.91489828317458,133.8807231248693,168.2669610646023,245.48564193779885,23.43479762020704,82.44999694824219,201.25999450683594,216.02067107482844,45.51029129536028,146.23528135301038,89.4423828125,134.2491495985826,171.0737401340374,248.50758636453622,23.65062037481705,82.44999694824219,202.02999877929688,217.38963526721813,46.1735661330773,44998500,27502300,10014700,19277000,21190000,452994000,0.0,161028300,4255300,16647300
2023-02-28,145.93826293945312,89.63147735595703,135.42059326171875,174.11936950683594,245.51516723632812,23.196990966796875,82.44999694824219,205.7100067138672,216.6116180419922,45.98590850830078,147.59158785522064,90.79591607528975,135.80790313576207,176.7171267627219,247.55276726085282,23.805493492684064,82.44999694824219,211.22999572753906,218.41392618623334,46.15415249530544,145.36405184371336,88.89500052309056,134.05078855329685,171.06376340066032,244.83596722815324,23.18699892583366,82.44999694824219,203.75,216.17827422223468,45.60412151283334,145.58185657335414,88.90495506752045,135.03326897292706,171.0936214575041,245.17065572399935,23.352863375406507,82.44999694824219,210.58999633789062,216.67070764870903,45.62029867686396,50547000,30142000,11019800,46051100,22491000,455963000,0.0,153144900,5385400,18054000
2023-03-01,143.8592071533203,89.93004608154297,134.664794921875,172.60650634765625,242.4145050048828,22.67941665649414,82.44999694824219,202.77000427246094,215.05552673339844,45.345279693603516,145.76003585720164,90.59685623870114,135.52446138215294,177.01573366141542,247.00153859615037,23.236960375063273,82.44999694824219,207.1999969482422,216.93662603029128,45.71088949688485,143.5621993638043,89.24332683704428,133.95628145972702,172.23824683192723,241.9420088680049,22.489571679600164,82.44999694824219,198.52000427246094,213.15472589163025,45.09291373253115,145.36403554214274,89.5518569460858,134.23968972753488,173.771016199502,246.8342018468034,23.173011690631437,82.44999694824219,206.2100067138672,216.13888628340885,45.63970849954555,55479000,31111200,7139200,30998400,27565300,460026000,0.0,156852800,4792700,14180100
2023-03-02,144.4532470703125,91.56224822998047,133.2666778564453,173.7113037109375,247.17872619628906,23.294912338256836,82.44999694824219,190.89999389648438,215.7449188232422,45.45851135253906,145.24526294031543,91.84091472708995,134.55143521326335,174.18904784770294,247.46417946735576,23.360858289754244,82.44999694824219,193.75,216.27675531090063,45.53616468159169,142.4633051197938,89.16371177840199,131.82129700053582,170.6258392892335,241.76483192375827,22.41363444953809,82.44999694824219,186.00999450683594,213.80473002483504,45.13496445448701,142.9385237056633,89.23338599577193,134.37195722823347,171.57139512593176,242.69011807533903,22.469590264985175,82.44999694824219,186.74000549316406,214.59262647048195,45.24497210307339,52238100,32204400,11106800,17352000,24808200,389415000,0.0,181500700,5539300,14785500
2023-03-03,149.5220947265625,93.20439147949219,135.71343994140625,184.3810272216797,251.29327392578125,23.870439529418945,82.66000366210938,197.7899932861328,220.38363647460938,45.51353073120117,149.60129780845313,93.28401264189694,135.7890164652631,185.7445959504015,251.61810937843563,23.88043157064552,82.66000366210938,200.47999572753906,220.62985316168405,45.68177473136033,145.85903905116976,92.01009682269682,133.2761511023283,176.2194949111181,247.4543367942358,23.111061548282237,82.66000366210938,192.8800048828125,216.57219193973904,45.22233805316701,146.56194185497878,92.03996045341758,133.68235870146728,178.08071823423043,248.24181531401277,23.300906520013164,82.66000366210938,194.8000030517578,216.86765496980345,45.633243235473934,70732300,35160100,9513100,45877700,30760100,412393000,0.0,154193300,6055400,16888800
2023-03-06,152.29415893554688,94.6773452758789,134.9198760986328,184.03265380859375,252.84852600097656,23.534717559814453,82.36000061035156,193.80999755859375,223.31854248046875,45.50705337524414,154.73949959731118,95.51335229721735,136.07237817384876,188.7703350321703,256.04764510840005,24.22814773094674,82.36000061035156,198.60000610351562,223.97840142006498,45.61382487607184,151.92785785960842,93.55272482794965,134.7687230867294,183.7738788997343,251.972460138509,23.467771069999735,82.36000061035156,192.3000030517578,220.3048525365704,45.30321889332693,152.25454983701871,93.57262632205895,135.50557600132782,187.11811821575978,252.41541208786404,23.87144155642439,82.36000061035156,198.5399932861328,220.54121094605296,45.45852188469939,87558000,32639300,9261300,33209400,24109800,437429000,0.0,128100100,5737600,16720800
2023-03-07,150.08645629882812,93.41339874267578,130.95217895507812,183.6444854736328,250.17111206054688,23.272886276245117,82.31999969482422,187.7100067138672,219.79270935058594,45.0540885925293,152.4921883229488,95.21478402463518,134.43806755032156,189.46705006569852,253.65569949180863,24.10934295943223,82.31999969482422,194.1999969482422,223.9390049531182,45.84030835766147,149.62114749387143,93.08496711653402,130.18698671021855,183.1468308995148,249.42301575717852,23.22591589464523,82.31999969482422,186.10000610351562,219.70407495035784,44.90525424659053,152.1654811765038,94.52807232544816,134.15465927803268,188.11342901660902,252.2874464179105,23.584684063816997,82.31999969482422,191.3800048828125,223.31853409577369,45.67853672431326,56182000,27835500,11747600,36701500,21473200,515154000,0.0,148125800,4386800,17387400
2023-03-08,151.34373474121094,93.8015365600586,130.17755126953125,184.10232543945312,249.72816467285156,24.165306091308594,82.30999755859375,182.0,218.82754516601562,44.682003021240234,151.93775035888638,95.503399070826,130.92384582127747,184.39095839607606,250.55501034221174,24.184294766581292,82.30999755859375,186.5,219.55633694177433,44.94731366349004,150.31412479121082,93.55272611825472,129.31788475460957,180.48934854659495,246.88341003286706,23.408797420933155,82.30999755859375,180.0,217.83282013258975,44.416692378990426,151.28433620073233,93.67215786383373,130.36648532183145,182.01217025459715,250.06283815522548,23.471756258943316,82.30999755859375,185.0399932861328,218.6010300217561,44.8308373558232,47204800,34103300,10002500,19432400,17340200,513573000,0.0,151897800,4194900,19090800
2023-03-09,149.08648681640625,91.88072204589844,123.13021850585938,180.8377227783203,248.36976623535156,23.42078971862793,82.30999755859375,172.9199981689453,216.68055725097656,44.381103515625,152.99704649679572,95.07544729094798,129.75246845538382,188.04375133976458,255.4964095052503,24.43812863634961,82.30999755859375,185.17999267578125,220.97457745666418,44.966728653911034,148.73008049756518,91.46272231509023,122.07217609846748,179.45424366053922,247.6413460307902,23.367822715310396,82.30999755859375,172.50999450683594,216.33586285907822,44.3002177021447,152.02683517023416,93.60249368912125,129.19509344493937,185.47586708494643,251.81497135817295,24.15930848577099,82.30999755859375,180.25,218.04952161553948,44.918197165822846,53833600,28813500,25888100,26582800,26653400,501257000,0.0,170023800,5066700,15415800
2023-03-10,147.0173797607422,90.19876098632812,126.25712585449219,178.66790771484375,244.69815063476562,22.95009422302246,82.30999755859375,173.44000244140625,212.86911010742188,44.31639862060547,149.43302127956616,92.34848690437508,127.77806905666255,183.90324261619978,248.83239377023597,23.61166519332035,82.30999755859375,178.2899932861328,215.8040089712901,44.74024846513649,146.1362661024609,89.96985962601842,120.74961859474567,177.96124685106997,243.72365937177543,22.71124903091007,82.30999755859375,168.44000244140625,212.2190944110325,44.03167831139596,148.7103138108838,91.73143425906332,121.82656596662355,180.16087116965608,247.14917339603343,23.39380627921089,82.30999755859375,175.1300048828125,215.71537456574833,44.33257578467253,68572400,35941000,37599700,25665000,28333900,474866000,0.0,191488900,6638900,20065200
2023-03-13,148.96768188476562,90.67648315429688,123.9898681640625,180.05142211914062,249.94471740722656,22.951093673706055,82.37999725341797,174.47999572753906,211.224365234375,44.44581985473633,151.61102231566625,92.1295353055602,126.47439356361117,182.91791737815754,253.87225680008146,23.28287892325679,82.37999725341797,177.35000610351562,214.55321953473222,44.811429688797126,146.2253338291279,88.99452204264824,122.25165175752981,173.99995575243568,241.88293471762614,22.282529164620772,82.37999725341797,163.91000366210938,209.2841766066622,44.190217699045675,146.33423617376167,89.66133224210813,123.95208711815732,177.12522592730892,243.52678799195508,22.737233773647205,82.37999725341797,167.4600067138672,211.38194751521553,44.22257202733912,84457100,37335600,42901100,24728000,33339700,421890000,0.0,167790300,6810800,28142100
2023-03-14,151.06654357910156,93.52286529541016,127.1734619140625,193.10989379882812,256.7071838378906,24.047382354736328,82.37999725341797,183.25999450683594,215.35098266601562,44.682003021240234,151.86845415267095,93.91100895731901,128.0331285331571,193.4084895940479,256.98279906760126,24.20328124483994,82.37999725341797,183.8000030517578,216.54266310370195,44.73700685346807,148.60141331315802,92.00014668436901,124.02765983119403,185.68488053972928,251.85435814781437,23.444773073406367,82.37999725341797,177.13999938964844,212.77062137628664,44.32610175231348,149.76962498664284,92.11957083074607,127.796957335477,186.70010016859123,252.7304240608025,23.48075091334457,82.37999725341797,177.30999755859375,214.7009669575276,44.549349551472865,73695900,36050200,29648100,41642600,33620300,474910000,0.0,143717900,7985600,25542600
2023-03-15,151.46253967285156,95.6526870727539,121.1652603149414,196.82237243652344,261.28436279296875,24.212276458740234,82.37999725341797,180.4499969482422,213.09564208984375,45.180267333984375,151.71993837140982,96.46878502000881,123.74426004976104,196.85223049422967,262.30808931293495,24.27023747433623,82.37999725341797,182.33999633789062,213.6274786208369,45.23527116749679,148.42318357477492,92.1991969177425,119.71990101432492,189.94478298357055,255.15188676906854,23.344839767755705,82.37999725341797,176.02999877929688,210.43650451850596,44.232272282979075,149.68050801163758,92.77643896638652,123.73480397686544,192.04488576977488,255.90985113280536,23.74557858510268,82.37999725341797,180.8000030517578,211.16531141999153,44.29051228953019,77167900,50622100,34280600,42123600,46028000,524486000,0.0,145995600,8372200,33133500
2023-03-16,154.29400634765625,99.84266662597656,123.51753234863281,203.96868896484375,271.8759460449219,25.52442169189453,82.37999725341797,184.1300048828125,214.15927124023438,44.92361831665039,154.8979167381579,100.70852980834213,124.65115117748762,204.79479734999595,272.23029562382413,25.57139016249906,82.37999725341797,185.80999755859375,214.2873087263302,45.36869451411699,150.12603215969472,95.0456009946808,119.04917026336179,195.17016006260434,259.1582026765928,23.878489494645066,82.37999725341797,178.83999633789062,205.60077679992224,44.79366686374634,150.64084473187137,95.74226728410615,120.9290909173722,197.32997901246466,261.05798023414945,24.011404490940855,82.37999725341797,180.3699951171875,211.91377625814403,45.297221772703445,76161100,65492000,24558500,50447100,54768800,583253000,0.0,121136800,13674600,28905600
2023-03-17,153.45248413085938,101.13648223876953,118.85078430175781,194.6924285888672,275.0553283691406,25.708303451538086,82.37999725341797,180.1300048828125,214.10020446777344,45.28748321533203,155.17511745555205,102.35067095008547,121.37309081651325,200.95291662559214,278.89426524045854,26.381865775250695,82.37999725341797,186.22000122070312,215.35098957827645,45.31672071602823,152.7396713831552,99.62371033412825,118.51069722028825,194.51326503977762,271.9940319281041,25.65133933448188,82.37999725341797,177.3300018310547,211.6183357916229,44.69946145667094,154.52170325241562,99.78295267907698,121.27863099178262,199.61920597424466,273.90366232764774,25.965136614007125,82.37999725341797,184.52000427246094,211.6183357916229,44.894383085167924,98944600,61028500,38396000,50141100,69527400,848547000,0.0,133197100,18801200,43081200
2023-03-20,155.82850646972656,100.7383804321289,120.10723114013672,196.88209533691406,267.96807861328125,25.883190155029297,82.37999725341797,183.25,214.84869384765625,45.77479553222656,156.24432646768744,101.26585739333697,122.30834856834879,198.42482751615233,273.1358865548913,26.00711022624769,82.37999725341797,186.44000244140625,217.21238326622023,46.106167511582676,152.6109545912959,99.39480546444764,119.03973985528901,192.7316581133867,265.6253342067157,25.113689438376866,82.37999725341797,176.35000610351562,213.55852069944595,45.420681208653406,153.5217825705538,99.64361592487353,119.9655269712945,197.54895062735395,272.643714369976,25.598375276520795,82.37999725341797,178.0800018310547,213.71610299959195,45.51489630507391,73641400,32960400,22875500,25186300,43466600,432747000,0.0,129684400,9817400,33928500
2023-03-21,157.68975830078125,104.42076873779297,123.32859802246094,201.21168518066406,269.4938049316406,26.181997299194336,82.37999725341797,197.5800018310547,218.5911865234375,45.61885070800781,157.80855539502778,104.59991256706779,124.44331911766595,202.59516418009426,270.6947062847507,26.37487284283391,82.37999725341797,198.0,219.14270953522552,45.93397918150688,154.97710883273007,100.73837708314564,122.98851093303907,197.02142731474626,265.30048823245505,25.36452926173858,82.37999725341797,188.0399932861328,215.37066783146997,45.32971029526569,155.7493352646716,100.76823312250937,123.3663790702876,202.24679993080582,270.57658976474096,26.16301052912087,82.37999725341797,188.27999877929688,217.99041716533804,45.93397918150688,73938300,42110300,17807800,31827000,34558700,547408000,0.0,153391400,8971400,19013400
2023-03-22,156.2541961669922,102.87814331054688,120.14501190185547,198.87271118164062,268.0271301269531,26.45081901550293,82.37999725341797,191.14999389648438,216.7100830078125,45.32646560668945,160.52116186544444,106.08281539474726,123.43251814288406,206.39724563624534,276.6401431462095,27.571091621041035,82.37999725341797,200.66000366210938,221.4965362336938,45.87875094819145,156.2343916211072,102.8383327290355,120.05054486431327,198.73336851348913,267.9188366282979,26.2199680667983,82.37999725341797,190.9499969482422,216.59190380130607,45.30697270173284,157.70952060747047,103.773854818731,123.33804389796889,201.55009512210543,269.1197379308607,26.40784575429176,82.37999725341797,199.3000030517578,219.13286193631708,45.69032449079948,75701800,43427400,17250200,28477800,34873300,797295000,0.0,150376400,6700600,18548400
2023-03-23,157.34324645996094,105.0975341796875,119.82381439208984,203.32174682617188,273.3130798339844,27.173351287841797,82.37999725341797,192.22000122070312,219.2215118408203,45.693565368652344,159.93709883089704,105.79420800627038,122.36501876420824,206.90486575081258,276.65984491000785,27.481151940364768,82.37999725341797,199.30999755859375,221.84126130801803,46.0054480970216,156.10572637477364,103.96295911766454,119.0491731584805,201.20173353015846,270.8916009314238,26.672677017823016,82.37999725341797,188.64999389648438,216.92677024236897,45.31671249379731,157.24425391701376,104.56010268824097,120.8251851628821,201.88849925631558,273.5886950746026,27.097400403214937,82.37999725341797,195.25999450683594,217.1040540925378,45.54737417380443,67622100,40797800,16677600,27389700,36610900,564889000,0.0,144193900,6427700,22044300
2023-03-24,158.65005493164062,104.93830108642578,118.00059509277344,205.04360961914062,276.1775207519531,26.761619567871094,82.37999725341797,190.41000366210938,217.6949462890625,46.06718063354492,158.73915274100096,104.98805862211833,118.72799929930166,206.60625209994325,276.2365790138879,27.149368241079962,82.37999725341797,192.36000061035156,217.98056607067556,46.28484832256969,156.27402271003157,103.34590808241246,116.30015937866689,202.5951578884906,270.9703303661151,26.33789496036664,82.37999725341797,187.14999389648438,214.947174587019,45.67733366077019,157.27393337455686,104.49043770663731,118.68076217104219,204.21750129445783,272.8996370155353,27.013456826272407,82.37999725341797,191.64999389648438,217.3305503896332,45.8105308497669,59196500,30393300,22311100,27716400,28172000,454920000,0.0,116312400,4791500,22752300
2023-03-27,156.69973754882812,101.97247314453125,121.38256072998047,201.88848876953125,272.0531005859375,26.513782501220703,82.37999725341797,191.80999755859375,218.4533233642578,46.837127685546875,159.1648829259014,104.2615323044318,122.22332966410114,204.89432642311226,277.0535567459473,26.9824780003573,82.37999725341797,197.38999938964844,220.6889754215514,47.10027631025594,156.2938273470206,101.44499620942092,119.30424974986747,200.41543559356643,271.20654881077553,26.34788986309708,82.37999725341797,189.94000244140625,218.03968107210292,46.38555261445003,158.34316780021032,104.12219906093443,119.77659217161496,203.84924885877598,276.1085945660647,26.8195836745759,82.37999725341797,194.4199981689453,219.22151833938491,46.388802051401605,52390300,31120900,18853900,18527200,26840200,361026000,0.0,120851600,7210900,26775600
2023-03-28,156.0760040283203,100.54927825927734,121.75098419189453,199.73861694335938,270.921142578125,26.392858505249023,82.37999725341797,189.19000244140625,216.99569702148438,46.65519332885742,156.9076288835252,101.96251979884079,122.18553113675651,200.08698119285827,271.8168996614657,26.49579229381834,82.37999725341797,192.35000610351562,219.95029732854385,46.91509249953359,154.42267925169685,99.2654154207413,120.67403686650954,196.97165894282725,267.79090429530686,25.83322250551309,82.37999725341797,185.42999267578125,215.34111303503641,46.473265768329604,156.3928163743877,101.95257284782572,121.59038950229368,199.21110435106297,271.4723730848255,26.429835146196694,82.37999725341797,192.0,219.4480206863785,46.66818735791848,45992200,32057900,10820500,19127300,21878600,356104000,0.0,98654600,6418400,21282900
2023-03-29,159.16488647460938,100.90755462646484,121.99658966064453,204.38673400878906,276.11846923828125,26.96648597717285,82.37999725341797,193.8800048828125,219.92076110839844,46.856624603271484,159.4420897633789,102.00231896993652,123.01685093398076,204.75499352353694,276.73861104356007,27.06042483163502,82.37999725341797,195.2899932861328,220.16697781026008,47.09378147057489,157.75906547972215,100.17107789985175,120.70236894128064,201.58990262238925,274.0513399006214,26.579738018819665,82.37999725341797,189.44000244140625,217.57677329775558,46.603220549818396,157.7788549243155,101.7933191256176,122.90349337519191,202.60512217791344,274.59271732819036,26.80759068169934,82.37999725341797,193.1300048828125,218.92603601503745,46.90210557081589,51305700,28779600,14595300,18851100,25087000,393694000,0.0,123660000,4483000,24216900
2023-03-30,160.73898315429688,100.40994262695312,121.62816619873047,206.86505126953125,279.6029968261719,27.3652286529541,82.37999725341797,195.27999877929688,218.9949951171875,47.32444381713867,160.8478855082498,100.67866215981911,122.92237974284488,207.11387855844876,280.00658160899906,27.481154500758176,82.37999725341797,197.3300018310547,220.84654961890413,47.62657827942543,159.65986944195512,99.30522364315344,120.58901437559454,201.8686102428606,277.07325471108254,27.084410876510685,82.37999725341797,194.4199981689453,217.86240424178675,47.113275009054455,159.9172681392784,100.4298517146947,122.76178505899277,202.4259809400818,279.7802016370314,27.211329265409276,82.37999725341797,195.5800018310547,220.5313850110053,47.26921453716242,49501700,33086200,12134700,22608300,25053400,364516000,0.0,110252200,5383900,21879000
2023-03-31,163.25363159179688,103.23643493652344,123.10187530517578,210.94580078125,283.7864685058594,27.75897216796875,82.37999725341797,207.4600067138672,222.048095703125,47.90271759033203,163.35263923391068,103.39566967562425,123.13021469630078,211.17471760847994,284.7412837418121,27.815934380003373,82.37999725341797,207.7899932861328,222.4223349024897,48.22434121784334,160.29349343380431,100.55923207299183,121.72264355460472,205.80005485682372,278.56945538558534,27.08740743538737,82.37999725341797,197.1999969482422,219.91092132660623,47.58433968197429,160.8182007028279,100.81799706625952,122.48783594447234,206.26785132151798,279.28803758659916,27.122384566656116,82.37999725341797,197.52999877929688,220.21624268602045,47.6200760536857,68749800,36863400,13105200,25440300,32766000,433933000,0.0,170222100,9509000,20868000
2023-04-03,164.5109405517578,103.86343383789062,122.96017456054688,212.07052612304688,282.7332458496094,27.946849822998047,82.37999725341797,194.77000427246094,225.53451538085938,48.30556106567383,164.62973762588464,104.0326231198909,124.16936992710669,212.4885541401174,283.7569423716875,27.981826954201942,82.37999725341797,202.69000244140625,225.6920976882524,48.39003156166752,162.5804125649775,101.44499598386052,122.25166097476203,207.22336027540834,279.5045974988717,27.318258357219978,82.37999725341797,192.1999969482422,220.72836020050417,47.91896354873228,162.62991638134497,101.90280629620425,122.72400336528527,207.86035751864137,282.0343397141944,27.49114640923392,82.37999725341797,199.91000366210938,221.82156303774477,47.993682015192896,56976200,25035400,11775400,17924600,24883300,398716000,0.0,169545900,6421500,19766700
2023-04-04,163.97634887695312,104.22171783447266,121.3164291381836,213.71275329589844,282.6839904785156,27.435182571411133,82.37999725341797,192.5800018310547,224.2147674560547,47.831241607666016,165.17425973324032,105.07762635151548,123.3663935739914,215.2256272538082,285.9028155833691,27.98182846186949,82.37999725341797,198.74000549316406,226.56859838265643,48.33804593350222,163.46153634610226,103.54495313711536,120.36230260987355,211.5429717419898,281.1976510040957,27.28927741449613,82.37999725341797,190.32000732421875,223.39732625187096,47.76301830590837,164.9366655701128,103.83357415733603,123.28137539532705,212.38899048112867,282.7332257176792,27.947850130837605,82.37999725341797,197.32000732421875,225.53448529168307,48.25357544762027,46278300,24420100,11579900,21026400,25824300,368592000,0.0,126463800,5254700,18113700
2023-04-05,162.12498474121094,103.97291564941406,121.497314453125,210.4879608154297,279.8884582519531,26.86355209350586,82.37999725341797,185.52000427246094,224.71705627441406,48.62393569946289,163.40211360465116,105.59515710589082,122.01144135363481,214.18056419915374,282.65446336729383,26.980474822292805,82.37999725341797,190.67999267578125,225.01251932041205,48.692159004769664,160.18456219964705,103.16677219338038,120.4023995064672,208.95519150856262,278.4907061502915,26.37786749452917,82.37999725341797,183.75999450683594,223.1215768650495,47.80200288089638,163.0952111184354,105.2766800226226,120.72611683842375,213.14543424703638,281.37482777678053,26.811585800897024,82.37999725341797,190.52000427246094,223.3480920215689,47.81175119187809,51511700,28290500,9614700,19396600,22064800,515015000,0.0,133882500,4813600,26540700
2023-04-06,163.01602172851562,107.90411376953125,121.36402893066406,215.08631896972656,287.0347900390625,27.019451141357422,82.37999725341797,185.05999755859375,222.5700225830078,48.99103927612305,163.31302951982073,108.65054511701238,121.94480974978596,215.92237503248484,287.5072560547923,27.062422498432785,82.37999725341797,186.38999938964844,223.29881429579456,49.069010884886794,160.3825758088242,103.83357846595176,120.78324811154216,207.67125346009254,277.6146083330159,26.409846477836556,82.37999725341797,179.74000549316406,221.27983463105548,48.250327582322114,160.80827539475462,104.75915364055206,120.91654135554354,208.26844504047006,278.7761273414218,26.566744158591717,82.37999725341797,183.0800018310547,222.7374481123743,48.34128950202524,45390100,48711500,8760200,26104400,29770300,397654000,0.0,123857900,4285200,17891700
2023-04-10,160.41229248046875,105.93353271484375,121.76390075683594,213.74261474609375,284.8594055175781,27.561100006103516,82.37999725341797,184.50999450683594,223.0033721923828,48.896827697753906,160.41229248046875,107.07805463574618,122.08761082441103,214.64834961067015,285.0661094051673,27.603072562534653,82.37999725341797,185.10000610351562,223.05261853572333,49.095002452621266,158.48176428720794,104.6198139282229,120.17389768952798,209.6718044477809,280.2526514583947,26.651690804540983,82.37999725341797,176.11000061035156,220.92531776542927,48.656421416695935,159.80838211165943,106.4709641629739,120.47856897945486,213.7028090671633,284.6822007169839,26.805590178121808,82.37999725341797,179.94000244140625,222.1465429241793,48.84809729773803,47716900,27067400,9477300,16106100,23103000,395279000,0.0,142154600,4952200,14519100
2023-04-11,159.194580078125,104.84872436523438,122.36373138427734,212.8468475341797,278.4021301269531,27.1513671875,82.37999725341797,186.7899932861328,224.99281311035156,48.75389099121094,160.73900266239136,106.22216293833723,122.76361110275107,215.00666636154685,281.5028392047115,27.771964430932886,82.37999725341797,189.19000244140625,225.67237359369082,49.05602173338012,158.90746697083827,104.18191416724264,121.43067144390191,212.40890911992813,277.23078785734424,27.108393921533427,82.37999725341797,185.64999389648438,222.77686285313627,48.607696058109234,160.72910794044708,106.04301910676263,122.15426850395204,214.46919096688868,281.27642916480585,27.70600728201999,82.37999725341797,186.69000244140625,223.5647592834988,49.05602173338012,47644200,26311800,10516300,16710100,27276600,314378000,0.0,115770900,4513300,18370500
2023-04-12,158.50157165527344,104.14209747314453,122.34468078613281,212.9961395263672,279.0517883300781,26.477806091308594,82.37999725341797,180.5399932861328,224.3625030517578,48.5167350769043,160.44199460478865,106.24205820052738,124.18222427125369,215.8228136209453,282.51669989305793,27.45017420598156,82.37999725341797,191.5800018310547,228.08529834935007,49.04628186284733,158.18475927615913,103.84352190700692,121.9257550410825,211.5828024790781,277.5457425781535,26.430835708972705,82.37999725341797,180.30999755859375,223.88977119609325,48.46150579201618,159.61038476928212,106.07286892315904,122.99210091730298,213.83219549453068,280.331454092245,27.35223823307279,82.37999725341797,190.74000549316406,226.4504158564948,48.66293002408507,50133100,24370300,11821000,18972200,27403400,446259000,0.0,150256300,4373000,11209800
2023-04-13,163.9070281982422,106.91883087158203,122.81121826171875,219.31637573242188,285.30230712890625,26.445825576782227,82.37999725341797,185.89999389648438,229.1686553955078,48.565460205078125,164.1446374499689,106.97854295202298,122.85881157508621,220.11261089704294,285.3613653751979,26.86955019882566,82.37999725341797,186.5,229.31637940261686,48.73114431114822,159.8083630212289,105.33639240206342,120.75468155424892,214.6782314811641,278.73674841781826,26.311913667556595,82.37999725341797,180.94000244140625,225.33752418977602,48.14637206657095,160.01627300479524,105.33639240206342,122.30660710588681,214.71803716451024,279.1501561418599,26.71664961365694,82.37999725341797,182.9600067138672,225.98753987680496,48.6174363248802,68445600,24843600,12450200,23310400,24222700,353615000,0.0,112933000,7615500,13272600
2023-04-14,163.56056213378906,108.35197448730469,132.08465576171875,220.45101928710938,281.6603088378906,26.740633010864258,82.37999725341797,185.0,230.47853088378906,48.237342834472656,164.65948057952454,108.42164110764425,132.45597369378416,221.06810607273064,283.96367102936733,26.865551883679498,82.37999725341797,186.27999877929688,231.4338528743094,48.69541686467292,162.18444039601638,106.33162731127321,128.4381157991922,216.52949898072916,279.2486531464038,26.202982075525256,82.37999725341797,182.00999450683594,228.72546919616667,48.130133702477536,162.94674189589546,106.38139243712666,128.67614048712832,216.85795280807292,282.5068305661248,26.486798151032517,82.37999725341797,183.9499969482422,229.4641192902056,48.41602472113119,49386500,26578000,43931300,21591200,20987900,395660000,0.0,96438700,9781300,10464900
2023-04-17,163.580322265625,105.46578216552734,133.1319580078125,217.83334350585938,284.2786865234375,26.98447608947754,82.37999725341797,187.0399932861328,229.9467010498047,48.5752067565918,163.73872843453088,105.65488055059328,133.35093663285537,219.94339387278424,287.0348692146032,26.988473203686386,82.37999725341797,189.69000244140625,230.50808235088746,48.623937159289476,162.39230621171848,104.02267689835315,131.06590564907688,216.1114630684577,281.6800326007046,26.415845135360854,82.37999725341797,182.69000244140625,227.4451459379206,48.24383481319962,163.4417206444433,104.16201774578109,133.24620519863961,218.75897365041038,285.3910006419592,26.547759434806412,82.37999725341797,186.32000732421875,230.47853754850152,48.289315778805836,41516200,37571200,16050500,15481900,23836200,321471000,0.0,116662200,4865000,16166700
